ID,APPLICATION_DATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
1368,12:46:23 AM,APPROVED,DIGITAL,33,4700,41,,,
1368,12:47:28 AM,,,,,,1129.100236,,
1368,12:05:30 AM,,,,,,136.2579342,,
1368,12:11:49 AM,,,,,,1047.953046,,
1368,12:38:04 AM,,,,,,50.09474876,,
1369,12:18:22 AM,RESPONSE,,,,,,,
1369,12:52:41 AM,RISK,,,,,,,
1369,12:41:31 AM,REJECTED,MOP,,,,,,
1370,12:14:04 AM,RESPONSE,,,,,,,
1370,12:40:38 AM,RISK,,,,,,,
1370,12:38:49 AM,REJECTED,EMPTY,,,,,,
1371,12:41:22 AM,RESPONSE,,,,,,,
1371,12:51:22 AM,RISK,,,,,,,
1371,12:16:09 AM,REJECTED,MOP,,,,,,
1373,12:27:12 AM,RESPONSE,,,,,,,
1373,12:40:25 AM,RISK,,,,,,,
1373,12:25:45 AM,APPROVED,PLASTIC,35,2000,45,,,
1373,12:19:07 AM,DELIVERED,,,,,,11560,2
1374,12:48:01 AM,RESPONSE,,,,,,,
1374,12:21:10 AM,RISK,,,,,,,
1374,12:32:01 AM,REJECTED,INCOME,,,,,,
1377,12:49:23 AM,RESPONSE,,,,,,,
1377,12:26:39 AM,RISK,,,,,,,
1377,12:37:15 AM,APPROVED,PLASTIC,36,8800,41,,,
1377,12:01:10 AM,DELIVERED,,,,,,64000,2
1377,12:21:00 AM,,,,,,117.7143987,,
1377,12:59:58 AM,,,,,,84.81159305,,
1377,12:22:26 AM,,,,,,686.5113495,,
1379,12:21:23 AM,RESPONSE,,,,,,,
1379,12:29:02 AM,RISK,,,,,,,
1379,12:59:11 AM,REJECTED,MOP,,,,,,
1381,12:00:00 AM,,,,,,,,
1385,12:59:06 AM,RESPONSE,,,,,,,
1385,12:20:27 AM,RISK,,,,,,,
1385,12:36:51 AM,APPROVED,DIGITAL,44,11100,45,,,
1385,12:32:06 AM,,,,,,5502.69885,,
1385,12:47:15 AM,,,,,,1.830792866,,
1387,12:00:00 AM,,,,,,,,
1388,12:23:19 AM,RESPONSE,,,,,,,
1388,12:46:33 AM,RISK,,,,,,,
1388,12:08:26 AM,REJECTED,MOP,,,,,,
1390,12:03:59 AM,RESPONSE,,,,,,,
1390,12:27:31 AM,RISK,,,,,,,
1390,12:24:53 AM,REJECTED,MOP,,,,,,
1391,12:00:00 AM,,,,,,,,
1392,12:52:43 AM,RESPONSE,,,,,,,
1392,12:31:36 AM,RISK,,,,,,,
1392,12:02:30 AM,APPROVED,PLASTIC,46,12500,37,,,
1392,12:22:56 AM,DELIVERED,,,,,,11560,1
1392,12:44:56 AM,,,,,,18.10338896,,
1392,12:23:33 AM,,,,,,47.03997171,,
1393,12:00:00 AM,,,,,,,,
1394,12:00:00 AM,,,,,,,,
1396,12:00:00 AM,,,,,,,,
1397,12:39:55 AM,RESPONSE,,,,,,,
1397,12:14:54 AM,RISK,,,,,,,
1397,12:59:13 AM,APPROVED,PLASTIC,45,1400,44,,,
1397,12:52:33 AM,DELIVERED,,,,,,11560,2
1397,12:57:07 AM,,,,,,26.81735005,,
1398,12:36:16 AM,RESPONSE,,,,,,,
1398,12:47:56 AM,RISK,,,,,,,
1398,12:36:49 AM,APPROVED,PLASTIC,34,12200,36,,,
1398,12:56:31 AM,DELIVERED,,,,,,64000,2
1399,12:50:26 AM,RESPONSE,,,,,,,
1399,12:47:47 AM,RISK,,,,,,,
1399,12:29:06 AM,REJECTED,USAGE,,,,,,
1400,12:15:44 AM,RESPONSE,,,,,,,
1400,12:31:43 AM,RISK,,,,,,,
1400,12:29:26 AM,REJECTED,MOP,,,,,,
1401,12:25:27 AM,RESPONSE,,,,,,,
1401,12:42:57 AM,RISK,,,,,,,
1401,12:23:33 AM,REJECTED,MOP,,,,,,
1402,12:52:09 AM,RESPONSE,,,,,,,
1402,12:11:48 AM,RISK,,,,,,,
1402,12:57:37 AM,APPROVED,PLASTIC,48,42500,34,,,
1402,12:26:56 AM,DELIVERED,,,,,,64000,1
1403,12:39:54 AM,RESPONSE,,,,,,,
1403,12:50:09 AM,RISK,,,,,,,
1403,12:16:26 AM,APPROVED,DIGITAL,30,8500,30,,,
1403,12:27:49 AM,,,,,,1016.198909,,
1403,12:54:17 AM,,,,,,1287.587476,,
1403,12:27:22 AM,,,,,,3615.620265,,
1403,12:18:40 AM,,,,,,84.30504442,,
1403,12:53:00 AM,,,,,,14.59116911,,
1405,12:35:18 AM,RESPONSE,,,,,,,
1405,12:01:54 AM,RISK,,,,,,,
1405,12:07:44 AM,APPROVED,PLASTIC,45,2700,38,,,
1405,12:42:45 AM,DELIVERED,,,,,,11560,1
1405,12:09:14 AM,,,,,,2554.11649,,
1405,12:37:23 AM,,,,,,320.4805893,,
1405,12:42:46 AM,,,,,,14.17935711,,
1405,12:32:10 AM,,,,,,460.9582694,,
1405,12:33:11 AM,,,,,,2674.73327,,
1408,12:52:53 AM,RESPONSE,,,,,,,
1408,12:11:54 AM,RISK,,,,,,,
1408,12:52:24 AM,REJECTED,INCOME,,,,,,
1409,12:55:36 AM,RESPONSE,,,,,,,
1409,12:25:50 AM,RISK,,,,,,,
1409,12:45:10 AM,APPROVED,PLASTIC,45,3300,31,,,
1409,12:10:06 AM,DELIVERED,,,,,,11560,1
1409,12:49:58 AM,,,,,,385.1649254,,
1409,12:42:40 AM,,,,,,1212.064725,,
1410,12:13:46 AM,RESPONSE,,,,,,,
1410,12:11:30 AM,RISK,,,,,,,
1410,12:07:18 AM,APPROVED,PLASTIC,44,7900,49,,,
1410,12:54:02 AM,DELIVERED,,,,,,53100,2
1410,12:22:15 AM,,,,,,155.2340703,,
1410,12:54:09 AM,,,,,,30.56365294,,
1412,12:43:44 AM,RESPONSE,,,,,,,
1412,12:02:19 AM,RISK,,,,,,,
1412,12:02:47 AM,REJECTED,USAGE,,,,,,
1413,12:00:00 AM,,,,,,,,
1414,12:12:45 AM,RESPONSE,,,,,,,
1414,12:03:00 AM,RISK,,,,,,,
1414,12:01:09 AM,APPROVED,DIGITAL,49,5500,49,,,
1414,12:03:37 AM,,,,,,295.2744368,,
1414,12:46:47 AM,,,,,,387.5892239,,
1414,12:13:13 AM,,,,,,2138.774964,,
1416,12:00:00 AM,,,,,,,,
1417,12:00:00 AM,,,,,,,,
1418,12:00:00 AM,,,,,,,,
1419,12:00:00 AM,,,,,,,,
1420,12:58:16 AM,RESPONSE,,,,,,,
1420,12:32:23 AM,RISK,,,,,,,
1420,12:06:44 AM,APPROVED,PLASTIC,31,12700,49,,,
1420,12:31:14 AM,DELIVERED,,,,,,53100,4
1424,12:13:42 AM,RESPONSE,,,,,,,
1424,12:04:07 AM,RISK,,,,,,,
1424,12:55:45 AM,APPROVED,PLASTIC,38,3000,48,,,
1424,12:37:37 AM,DELIVERED,,,,,,11560,3
1424,12:33:23 AM,,,,,,17998.7148,,
1424,12:53:56 AM,,,,,,158.7917087,,
1424,12:08:14 AM,,,,,,487.7551058,,
1425,12:00:00 AM,,,,,,,,
1426,12:30:48 AM,RESPONSE,,,,,,,
1426,12:37:40 AM,RISK,,,,,,,
1426,12:52:15 AM,REJECTED,EMPTY,,,,,,
1431,12:35:00 AM,RESPONSE,,,,,,,
1431,12:24:15 AM,RISK,,,,,,,
1431,12:45:53 AM,REJECTED,MOP,,,,,,
1433,12:00:00 AM,,,,,,,,
1435,12:24:01 AM,RESPONSE,,,,,,,
1435,12:11:15 AM,RISK,,,,,,,
1435,12:08:32 AM,REJECTED,INCOME,,,,,,
1436,12:01:47 AM,RESPONSE,,,,,,,
1436,12:28:01 AM,RISK,,,,,,,
1436,12:59:35 AM,APPROVED,DIGITAL,31,2800,38,,,
1436,12:13:58 AM,,,,,,952.9172926,,
1439,12:16:34 AM,RESPONSE,,,,,,,
1439,12:11:22 AM,RISK,,,,,,,
1439,12:46:07 AM,APPROVED,PLASTIC,42,11300,44,,,
1439,12:23:31 AM,DELIVERED,,,,,,11560,4
1439,12:14:34 AM,,,,,,77.99227394,,
1442,12:59:29 AM,RESPONSE,,,,,,,
1442,12:29:29 AM,RISK,,,,,,,
1442,12:26:36 AM,REJECTED,USAGE,,,,,,
1444,12:39:42 AM,RESPONSE,,,,,,,
1444,12:07:57 AM,RISK,,,,,,,
1444,12:21:43 AM,APPROVED,PLASTIC,44,4100,43,,,
1444,12:53:17 AM,DELIVERED,,,,,,64000,3
1444,12:25:58 AM,,,,,,3.812617285,,
1447,12:00:00 AM,,,,,,,,
1448,12:24:09 AM,RESPONSE,,,,,,,
1448,12:28:28 AM,RISK,,,,,,,
1448,12:19:34 AM,APPROVED,DIGITAL,43,7700,40,,,
1448,12:39:26 AM,,,,,,324.6673062,,
1448,12:09:30 AM,,,,,,3287.850632,,
1448,12:41:00 AM,,,,,,659.3647399,,
1453,12:00:00 AM,,,,,,,,
1454,12:57:00 AM,RESPONSE,,,,,,,
1454,12:46:59 AM,RISK,,,,,,,
1454,12:33:56 AM,APPROVED,PLASTIC,49,13100,31,,,
1454,12:36:32 AM,DELIVERED,,,,,,53100,0
1454,12:15:44 AM,,,,,,4.629600982,,
1454,12:30:21 AM,,,,,,3699.698692,,
1455,12:28:28 AM,RESPONSE,,,,,,,
1455,12:39:59 AM,RISK,,,,,,,
1455,12:38:31 AM,REJECTED,EMPTY,,,,,,
1457,12:48:59 AM,RESPONSE,,,,,,,
1457,12:52:50 AM,RISK,,,,,,,
1457,12:07:23 AM,APPROVED,PLASTIC,36,41800,48,,,
1457,12:13:05 AM,DELIVERED,,,,,,64000,3
1457,12:43:25 AM,,,,,,125.7679543,,
1458,12:10:48 AM,RESPONSE,,,,,,,
1458,12:12:46 AM,RISK,,,,,,,
1458,12:49:26 AM,APPROVED,PLASTIC,37,26600,33,,,
1458,12:42:46 AM,DELIVERED,,,,,,44100,2
1458,12:27:03 AM,,,,,,1099.495733,,
1458,12:17:15 AM,,,,,,171.8170405,,
1458,12:50:35 AM,,,,,,6959.52427,,
1458,12:21:04 AM,,,,,,574.0173282,,
1460,12:43:13 AM,RESPONSE,,,,,,,
1460,12:01:02 AM,RISK,,,,,,,
1460,12:59:44 AM,APPROVED,PLASTIC,34,31500,35,,,
1460,12:53:41 AM,DELIVERED,,,,,,11560,4
1460,12:50:09 AM,,,,,,2504.096512,,
1462,12:51:53 AM,RESPONSE,,,,,,,
1462,12:00:21 AM,RISK,,,,,,,
1462,12:32:22 AM,APPROVED,PLASTIC,35,2300,33,,,
1462,12:14:27 AM,DELIVERED,,,,,,53100,1
1462,12:13:32 AM,,,,,,15.26146634,,
1462,12:21:17 AM,,,,,,708.4398561,,
1462,12:27:19 AM,,,,,,64.87643371,,
1463,12:11:32 AM,RESPONSE,,,,,,,
1463,12:29:52 AM,RISK,,,,,,,
1463,12:07:49 AM,APPROVED,DIGITAL,44,200,49,,,
1463,12:41:32 AM,,,,,,235.1452494,,
1464,12:10:18 AM,RESPONSE,,,,,,,
1464,12:59:46 AM,RISK,,,,,,,
1464,12:41:43 AM,REJECTED,MOP,,,,,,
1466,12:20:59 AM,RESPONSE,,,,,,,
1466,12:58:26 AM,RISK,,,,,,,
1466,12:27:36 AM,REJECTED,MOP,,,,,,
1470,12:37:39 AM,RESPONSE,,,,,,,
1470,12:27:00 AM,RISK,,,,,,,
1470,12:22:11 AM,APPROVED,PLASTIC,40,400,42,,,
1470,12:52:26 AM,DELIVERED,,,,,,53100,2
1470,12:42:28 AM,,,,,,104.7544864,,
1470,12:59:05 AM,,,,,,13.69727482,,
1470,12:49:29 AM,,,,,,154.1972223,,
1471,12:00:00 AM,,,,,,,,
1472,12:01:35 AM,RESPONSE,,,,,,,
1472,12:05:40 AM,RISK,,,,,,,
1472,12:30:02 AM,APPROVED,PLASTIC,47,16700,33,,,
1472,12:37:19 AM,DELIVERED,,,,,,44100,3
1472,12:22:25 AM,,,,,,318.1457986,,
1473,12:53:18 AM,RESPONSE,,,,,,,
1473,12:44:28 AM,RISK,,,,,,,
1473,12:17:20 AM,APPROVED,DIGITAL,48,8400,31,,,
1474,12:53:51 AM,RESPONSE,,,,,,,
1474,12:38:18 AM,RISK,,,,,,,
1474,12:29:10 AM,REJECTED,USAGE,,,,,,
1475,12:27:06 AM,RESPONSE,,,,,,,
1475,12:28:35 AM,RISK,,,,,,,
1475,12:16:11 AM,APPROVED,DIGITAL,48,14200,49,,,
1475,12:33:01 AM,,,,,,381.3378389,,
1475,12:12:09 AM,,,,,,11.70599901,,
1475,12:45:34 AM,,,,,,10.13547553,,
1475,12:09:02 AM,,,,,,1364.169848,,
1476,12:00:00 AM,,,,,,,,
1477,12:03:26 AM,RESPONSE,,,,,,,
1477,12:03:40 AM,RISK,,,,,,,
1477,12:23:03 AM,APPROVED,DIGITAL,31,13100,42,,,
1477,12:16:22 AM,,,,,,19.91930648,,
1477,12:18:15 AM,,,,,,6.896409347,,
1479,12:00:00 AM,,,,,,,,
1480,12:03:59 AM,RESPONSE,,,,,,,
1480,12:49:17 AM,RISK,,,,,,,
1480,12:00:39 AM,REJECTED,MOP,,,,,,
1481,12:00:00 AM,,,,,,,,
1484,12:30:11 AM,RESPONSE,,,,,,,
1484,12:50:00 AM,RISK,,,,,,,
1484,12:18:21 AM,APPROVED,PLASTIC,34,15100,48,,,
1484,12:59:58 AM,DELIVERED,,,,,,53100,1
1484,12:13:25 AM,,,,,,268.9002473,,
1484,12:04:20 AM,,,,,,1040.244958,,
1484,12:02:45 AM,,,,,,1848.642523,,
1484,12:32:31 AM,,,,,,7133.038385,,
1487,12:37:34 AM,RESPONSE,,,,,,,
1487,12:35:17 AM,RISK,,,,,,,
1487,12:53:18 AM,APPROVED,DIGITAL,34,25900,47,,,
1489,12:23:13 AM,RESPONSE,,,,,,,
1489,12:57:31 AM,RISK,,,,,,,
1489,12:06:44 AM,REJECTED,MOP,,,,,,
1490,12:09:17 AM,RESPONSE,,,,,,,
1490,12:32:00 AM,RISK,,,,,,,
1490,12:39:08 AM,APPROVED,DIGITAL,40,18100,33,,,
1490,12:57:37 AM,,,,,,377.3222097,,
1495,12:53:23 AM,RESPONSE,,,,,,,
1495,12:28:52 AM,RISK,,,,,,,
1495,12:43:53 AM,APPROVED,DIGITAL,42,11400,39,,,
1495,12:05:22 AM,,,,,,72376.40999,,
1496,12:10:31 AM,RESPONSE,,,,,,,
1496,12:02:38 AM,RISK,,,,,,,
1496,12:55:26 AM,REJECTED,USAGE,,,,,,
1497,12:33:20 AM,RESPONSE,,,,,,,
1497,12:30:59 AM,RISK,,,,,,,
1497,12:01:59 AM,REJECTED,MOP,,,,,,
1499,12:15:17 AM,RESPONSE,,,,,,,
1499,12:17:23 AM,RISK,,,,,,,
1499,12:59:54 AM,REJECTED,MOP,,,,,,
1500,12:43:45 AM,RESPONSE,,,,,,,
1500,12:52:39 AM,RISK,,,,,,,
1500,12:10:52 AM,REJECTED,USAGE,,,,,,
1502,12:02:22 AM,RESPONSE,,,,,,,
1502,12:32:26 AM,RISK,,,,,,,
1502,12:09:08 AM,APPROVED,DIGITAL,46,24100,42,,,
1502,12:27:21 AM,,,,,,738.7392536,,
1502,12:10:49 AM,,,,,,1371.320603,,
1502,12:54:16 AM,,,,,,237.4208099,,
1503,12:06:08 AM,RESPONSE,,,,,,,
1503,12:30:33 AM,RISK,,,,,,,
1503,12:35:51 AM,APPROVED,DIGITAL,42,49400,47,,,
1503,12:25:07 AM,,,,,,7046.775943,,
1503,12:08:37 AM,,,,,,33.53485853,,
1503,12:05:13 AM,,,,,,189.6232799,,
1503,12:55:32 AM,,,,,,1827.751917,,
1505,12:43:51 AM,RESPONSE,,,,,,,
1505,12:08:39 AM,RISK,,,,,,,
1505,12:32:37 AM,APPROVED,PLASTIC,37,7400,41,,,
1505,12:50:54 AM,DELIVERED,,,,,,11560,1
1505,12:13:05 AM,,,,,,39.10443374,,
1505,12:30:24 AM,,,,,,1279.159146,,
1505,12:04:53 AM,,,,,,4859.375842,,
1505,12:52:47 AM,,,,,,1056.532952,,
1505,12:20:31 AM,,,,,,1492.509163,,
1506,12:43:39 AM,RESPONSE,,,,,,,
1506,12:53:16 AM,RISK,,,,,,,
1506,12:56:31 AM,REJECTED,EMPTY,,,,,,
1508,12:00:00 AM,,,,,,,,
1509,12:00:00 AM,,,,,,,,
1513,12:00:00 AM,,,,,,,,
1517,12:00:00 AM,,,,,,,,
1518,12:14:18 AM,RESPONSE,,,,,,,
1518,12:18:42 AM,RISK,,,,,,,
1518,12:22:10 AM,APPROVED,DIGITAL,36,44900,45,,,
1518,12:07:55 AM,,,,,,2962.549948,,
1518,12:01:00 AM,,,,,,40.52747154,,
1518,12:11:33 AM,,,,,,4759.330508,,
1519,12:54:08 AM,RESPONSE,,,,,,,
1519,12:06:54 AM,RISK,,,,,,,
1519,12:03:57 AM,APPROVED,PLASTIC,31,3600,40,,,
1519,12:26:49 AM,DELIVERED,,,,,,44100,2
1519,12:11:05 AM,,,,,,231.8627433,,
1519,12:44:19 AM,,,,,,1429.650368,,
1520,12:00:00 AM,,,,,,,,
1522,12:00:00 AM,,,,,,,,
1523,12:29:43 AM,RESPONSE,,,,,,,
1523,12:42:47 AM,RISK,,,,,,,
1523,12:08:12 AM,APPROVED,PLASTIC,34,1000,42,,,
1523,12:19:08 AM,DELIVERED,,,,,,44620,2
1523,12:13:29 AM,,,,,,3781.687656,,
1523,12:14:31 AM,,,,,,689.4700966,,
1523,12:55:03 AM,,,,,,22.6253954,,
1523,12:10:23 AM,,,,,,351.8055475,,
1524,12:00:00 AM,,,,,,,,
1525,12:33:01 AM,RESPONSE,,,,,,,
1525,12:30:10 AM,RISK,,,,,,,
1525,12:55:38 AM,REJECTED,INCOME,,,,,,
1527,12:52:43 AM,RESPONSE,,,,,,,
1527,12:40:36 AM,RISK,,,,,,,
1527,12:46:50 AM,APPROVED,PLASTIC,36,8900,36,,,
1527,12:37:22 AM,DELIVERED,,,,,,64000,2
1529,12:38:51 AM,RESPONSE,,,,,,,
1529,12:27:42 AM,RISK,,,,,,,
1529,12:02:30 AM,APPROVED,PLASTIC,49,30900,41,,,
1529,12:18:37 AM,DELIVERED,,,,,,44100,3
1529,12:07:07 AM,,,,,,422.6414881,,
1529,12:17:57 AM,,,,,,2164.470053,,
1529,12:43:57 AM,,,,,,1651.998399,,
1529,12:32:08 AM,,,,,,265.5477766,,
1529,12:01:46 AM,,,,,,4.540029579,,
1530,12:09:56 AM,RESPONSE,,,,,,,
1530,12:06:31 AM,RISK,,,,,,,
1530,12:21:29 AM,APPROVED,PLASTIC,34,2900,48,,,
1530,12:54:02 AM,DELIVERED,,,,,,11560,5
1530,12:56:32 AM,,,,,,530.2097987,,
1530,12:47:54 AM,,,,,,1760.567968,,
1530,12:35:25 AM,,,,,,1146.80178,,
1533,12:46:46 AM,RESPONSE,,,,,,,
1533,12:20:22 AM,RISK,,,,,,,
1533,12:17:55 AM,REJECTED,INCOME,,,,,,
1535,12:23:56 AM,RESPONSE,,,,,,,
1535,12:45:50 AM,RISK,,,,,,,
1535,12:43:47 AM,APPROVED,PLASTIC,31,14600,43,,,
1535,12:11:17 AM,DELIVERED,,,,,,44620,1
1535,12:16:20 AM,,,,,,62.76420865,,
1536,12:54:30 AM,RESPONSE,,,,,,,
1536,12:32:06 AM,RISK,,,,,,,
1536,12:28:16 AM,APPROVED,PLASTIC,30,28800,41,,,
1536,12:12:16 AM,DELIVERED,,,,,,53100,1
1536,12:02:51 AM,,,,,,18.72018176,,
1536,12:17:05 AM,,,,,,585.73522,,
1536,12:43:31 AM,,,,,,176.3110282,,
1536,12:32:06 AM,,,,,,164.0128254,,
1537,12:05:40 AM,RESPONSE,,,,,,,
1537,12:32:36 AM,RISK,,,,,,,
1537,12:52:25 AM,APPROVED,DIGITAL,30,22500,42,,,
1537,12:54:45 AM,,,,,,745.104858,,
1537,12:58:41 AM,,,,,,567.5709008,,
1539,12:00:00 AM,,,,,,,,
1540,12:29:54 AM,RESPONSE,,,,,,,
1540,12:54:42 AM,RISK,,,,,,,
1540,12:31:32 AM,APPROVED,PLASTIC,48,20500,44,,,
1540,12:52:20 AM,DELIVERED,,,,,,64000,1
1540,12:43:22 AM,,,,,,2794.71607,,
1543,12:36:51 AM,RESPONSE,,,,,,,
1543,12:44:12 AM,RISK,,,,,,,
1543,12:20:44 AM,APPROVED,PLASTIC,42,4800,49,,,
1543,12:58:47 AM,DELIVERED,,,,,,11560,1
1543,12:04:22 AM,,,,,,123.2086316,,
1543,12:58:25 AM,,,,,,3539.634376,,
1544,12:00:00 AM,,,,,,,,
1545,12:42:54 AM,RESPONSE,,,,,,,
1545,12:37:11 AM,RISK,,,,,,,
1545,12:10:14 AM,APPROVED,DIGITAL,34,2600,33,,,
1545,12:07:56 AM,,,,,,98.00519098,,
1545,12:04:15 AM,,,,,,62.52436074,,
1545,12:30:33 AM,,,,,,1356.039201,,
1545,12:10:44 AM,,,,,,690.2525279,,
1546,12:00:00 AM,,,,,,,,
1547,12:19:50 AM,RESPONSE,,,,,,,
1547,12:40:22 AM,RISK,,,,,,,
1547,12:05:17 AM,APPROVED,DIGITAL,41,3500,48,,,
1547,12:49:08 AM,,,,,,96.35648046,,
1548,12:52:06 AM,RESPONSE,,,,,,,
1548,12:59:26 AM,RISK,,,,,,,
1548,12:10:06 AM,APPROVED,PLASTIC,45,13600,37,,,
1548,12:13:27 AM,DELIVERED,,,,,,44620,4
1549,12:52:48 AM,RESPONSE,,,,,,,
1549,12:30:09 AM,RISK,,,,,,,
1549,12:31:26 AM,APPROVED,PLASTIC,39,11600,32,,,
1549,12:19:11 AM,DELIVERED,,,,,,53100,3
1549,12:42:09 AM,,,,,,162.4983095,,
1549,12:34:27 AM,,,,,,87.60455543,,
1549,12:41:04 AM,,,,,,788.0114799,,
1550,12:06:16 AM,RESPONSE,,,,,,,
1550,12:59:37 AM,RISK,,,,,,,
1550,12:50:24 AM,REJECTED,EMPTY,,,,,,
1553,12:00:00 AM,,,,,,,,
1554,12:00:00 AM,,,,,,,,
1555,12:05:19 AM,RESPONSE,,,,,,,
1555,12:48:35 AM,RISK,,,,,,,
1555,12:31:32 AM,APPROVED,PLASTIC,47,15500,40,,,
1555,12:21:54 AM,DELIVERED,,,,,,53100,1
1555,12:56:37 AM,,,,,,82.89080969,,
1555,12:48:03 AM,,,,,,2704.062927,,
1555,12:25:30 AM,,,,,,49996.28777,,
1557,12:29:51 AM,RESPONSE,,,,,,,
1557,12:49:26 AM,RISK,,,,,,,
1557,12:33:36 AM,REJECTED,INCOME,,,,,,
1561,12:00:00 AM,,,,,,,,
1562,12:48:22 AM,RESPONSE,,,,,,,
1562,12:35:30 AM,RISK,,,,,,,
1562,12:43:03 AM,APPROVED,PLASTIC,46,7600,44,,,
1562,12:32:31 AM,DELIVERED,,,,,,44100,4
1562,12:25:30 AM,,,,,,539.3822306,,
1562,12:14:10 AM,,,,,,346.8598303,,
1562,12:09:37 AM,,,,,,76.9920107,,
1563,12:30:50 AM,RESPONSE,,,,,,,
1563,12:25:18 AM,RISK,,,,,,,
1563,12:00:40 AM,REJECTED,INCOME,,,,,,
1564,12:09:32 AM,RESPONSE,,,,,,,
1564,12:44:58 AM,RISK,,,,,,,
1564,12:26:31 AM,REJECTED,USAGE,,,,,,
1567,12:14:25 AM,RESPONSE,,,,,,,
1567,12:42:06 AM,RISK,,,,,,,
1567,12:18:38 AM,REJECTED,EMPTY,,,,,,
1569,12:16:12 AM,RESPONSE,,,,,,,
1569,12:09:39 AM,RISK,,,,,,,
1569,12:58:01 AM,APPROVED,PLASTIC,43,14000,44,,,
1569,12:14:45 AM,DELIVERED,,,,,,53100,1
1569,12:09:29 AM,,,,,,1834.257072,,
1569,12:21:04 AM,,,,,,752.0939939,,
1570,12:01:18 AM,RESPONSE,,,,,,,
1570,12:08:10 AM,RISK,,,,,,,
1570,12:02:31 AM,REJECTED,MOP,,,,,,
1574,12:07:34 AM,RESPONSE,,,,,,,
1574,12:24:51 AM,RISK,,,,,,,
1574,12:41:06 AM,REJECTED,USAGE,,,,,,
1575,12:00:00 AM,,,,,,,,
1576,12:19:47 AM,RESPONSE,,,,,,,
1576,12:49:50 AM,RISK,,,,,,,
1576,12:59:13 AM,APPROVED,PLASTIC,35,400,49,,,
1576,12:14:26 AM,DELIVERED,,,,,,44100,1
1576,12:47:33 AM,,,,,,2425.559465,,
1576,12:23:13 AM,,,,,,3525.925664,,
1578,12:57:12 AM,RESPONSE,,,,,,,
1578,12:39:54 AM,RISK,,,,,,,
1578,12:39:27 AM,REJECTED,EMPTY,,,,,,
1579,12:02:24 AM,RESPONSE,,,,,,,
1579,12:03:12 AM,RISK,,,,,,,
1579,12:13:08 AM,APPROVED,PLASTIC,41,11100,44,,,
1579,12:06:02 AM,DELIVERED,,,,,,44100,3
1582,12:33:20 AM,RESPONSE,,,,,,,
1582,12:30:16 AM,RISK,,,,,,,
1582,12:08:25 AM,APPROVED,PLASTIC,32,8700,45,,,
1582,12:03:55 AM,DELIVERED,,,,,,53100,2
1585,12:00:00 AM,,,,,,,,
1586,12:34:20 AM,RESPONSE,,,,,,,
1586,12:08:37 AM,RISK,,,,,,,
1586,12:22:14 AM,REJECTED,INCOME,,,,,,
1588,12:00:00 AM,,,,,,,,
1590,12:00:41 AM,RESPONSE,,,,,,,
1590,12:30:44 AM,RISK,,,,,,,
1590,12:37:36 AM,APPROVED,DIGITAL,30,6500,39,,,
1591,12:35:33 AM,RESPONSE,,,,,,,
1591,12:32:09 AM,RISK,,,,,,,
1591,12:17:30 AM,APPROVED,PLASTIC,33,29600,33,,,
1591,12:42:18 AM,DELIVERED,,,,,,44100,3
1591,12:39:02 AM,,,,,,11485.86181,,
1591,12:48:57 AM,,,,,,37.33786635,,
1591,12:13:23 AM,,,,,,15.37195463,,
1593,12:00:00 AM,,,,,,,,
1596,12:00:00 AM,,,,,,,,
1597,12:12:36 AM,RESPONSE,,,,,,,
1597,12:27:35 AM,RISK,,,,,,,
1597,12:27:51 AM,REJECTED,USAGE,,,,,,
1598,12:00:00 AM,,,,,,,,
1599,12:41:55 AM,RESPONSE,,,,,,,
1599,12:36:40 AM,RISK,,,,,,,
1599,12:07:47 AM,APPROVED,PLASTIC,30,1500,38,,,
1599,12:45:34 AM,DELIVERED,,,,,,64000,2
1605,12:29:57 AM,RESPONSE,,,,,,,
1605,12:19:31 AM,RISK,,,,,,,
1605,12:19:41 AM,APPROVED,PLASTIC,36,9700,34,,,
1605,12:36:47 AM,DELIVERED,,,,,,44100,2
1605,12:11:21 AM,,,,,,16879.58912,,
1605,12:50:36 AM,,,,,,303.5587648,,
1605,12:41:58 AM,,,,,,2742.999756,,
1605,12:09:45 AM,,,,,,724.4552403,,
1607,12:36:11 AM,RESPONSE,,,,,,,
1607,12:19:46 AM,RISK,,,,,,,
1607,12:19:11 AM,REJECTED,USAGE,,,,,,
1608,12:00:00 AM,,,,,,,,
1610,12:00:00 AM,,,,,,,,
1611,12:00:00 AM,,,,,,,,
1614,12:42:21 AM,RESPONSE,,,,,,,
1614,12:30:41 AM,RISK,,,,,,,
1614,12:27:06 AM,APPROVED,PLASTIC,32,8300,43,,,
1614,12:36:59 AM,DELIVERED,,,,,,44620,4
1614,12:02:31 AM,,,,,,3423.615804,,
1615,12:09:23 AM,RESPONSE,,,,,,,
1615,12:19:54 AM,RISK,,,,,,,
1615,12:41:44 AM,APPROVED,PLASTIC,31,1100,39,,,
1615,12:41:42 AM,DELIVERED,,,,,,11560,1
1616,12:32:10 AM,RESPONSE,,,,,,,
1616,12:25:16 AM,RISK,,,,,,,
1616,12:34:12 AM,APPROVED,PLASTIC,31,500,43,,,
1616,12:19:56 AM,DELIVERED,,,,,,53100,2
